TourID,FacilityID,TourName,TourType,TourDescription,TourDuration,TourAccessible,CreatedDate,LastUpdatedDate
10089145,10089144,Multnomah Falls (I-84) Timed Use Permit,Entry Ticket,Provides access for one group (vehicle) visiting Multnomah Falls Lodge and site from the Interstate 84 exit 31 parking lot.,60,true,2022-05-02,2022-05-03
10089150,10089144,Waterfall Corridor Timed Use Permit,Entry Ticket,"Provides access for one private vehicle on the Historic Columbia River Highway between Bridal Veil Falls and Ainsworth State Park.
Add more specific info re WHERE this ticket provides parking access to, e.g., Multnomah Falls parking lot AND Highway parking? May need to adjust ticket name accordingly
Provides access to Wahkeena Falls Picnic Area/View Point/Trailhead, Multnomah Falls Historic Columbia River Highway Parking Lot, Ononta Trailhead and Tunnel, Horsetail Falls Viewpont/Trialhead, and Ainsworth Day Use Area.",60,true,2022-05-02,2022-05-03
10089160,10089159,Howl-o-Ween,Hike,Increase your knowledge of wolf behavior and ecology and become more comfortable traveling in the woods after dark without a flashlight or headlamp. Participants will travel off trail across uneven ground and through the woods in areas that may be snowy and icy. Notify CCSC in advance of any special needs or requirements you have. One all-terrain wheelchair is available for participants with mobility impairments.,90,true,2022-09-28,2022-09-28
10089161,10089159,Fire!,Historic Tour,"Humans have known about fire for at least a million years, but how well do you understand fire? Come explore many facets of fire in this hands-on workshop. Learn to make a fire, what’s going on when material burns, how fire affects landscapes, and more.",120,true,2022-09-28,2022-09-28
10089162,10089159,Full Moon Snowshoe,Hike,"Celebrate the season with a snowshoe under the light of the full moon. Participants will travel off trail across uneven, snow-covered ground. Snowshoes provided.",120,false,2022-09-28,2022-09-28
10089163,10089159,Family Snowshoe by Moonlight,Hike,"Embrace winter’s magic: get outside and enjoy a family-friendly snowshoe by the light of the moon. Participants will travel off trail across uneven, snow-covered ground. Children must be accompanied by at least one adult caregiver for the duration of the program. Snowshoes provided.",120,false,2022-09-28,2022-09-28
10089164,10089159,Snowshoe Hike,Hike,"Explore winter’s beauty by snowshoe. Participants will travel off trail across uneven, snow-covered ground. Children must be accompanied by at least one adult caregiver for the duration of the program. Snowshoes provided.",120,false,2022-09-28,2022-09-28
10089165,10089159,Winter Family Fun,Hike,"’Tis the season for getting outdoors as a family. Play outdoor games, go snowshoeing, and more! All ages welcome. Children must be accompanied by at least one adult caregiver for the duration of the program. Snowshoes provided.",180,true,2022-09-28,2022-09-28
10089166,10089159,Owl You Need Is Love,Historic Tour,"Fall in love with Alaska’s owls! Join CCSC educators to meet a live owl, dissect an owl pellet, and make an owl craft. Then take a night hike through the forest in search of Alaska’s elusive owl residents. Participants will travel on trails over uneven ground that may be snowy and icy. Notify CCSC in advance of any special needs or requirements you have. One all-terrain wheelchair is available for participants with mobility impairments.",120,true,2022-09-28,2022-09-28
10089167,10089159,Owl Prowl,Hike,Take a night hike with a naturalist to search for Alaska’s elusive owls under the light of the full moon. Participants will travel on trails over uneven ground that may be snowy and icy. Notify CCSC in advance of any special needs or requirements you have. One all-terrain wheelchair is available for participants with mobility impairments.,60,true,2022-09-28,2022-09-28
10089168,10089159,Discovery Hike,Hike,"Join a naturalist every other week during the summer to learn about plants, insects, mammals, and more. Theme changes monthly.",60,true,2022-09-28,2022-09-28
10089186,10089185,Pearl Harbor Bus Tours,Historic Tour,"Pearl Harbor National Memorial interprets and preserves sites and remnants connecting to the December 7, 1941, Japanese military attack on Oʻahu, which killed more than 2,300 military and civilian personnel, and compelled the United States' entry into World War II. Beyond the striking white walls of the USS Arizona Memorial, the Site and its staff preserve the quiet USS Oklahoma and USS Utah Memorials, which share the story those battleships suffered, and six historic officer bungalows which remind visitors of neighborhood life before, during, and after the day of infamy.  
This ticket offers a special trip to visit these less-visited sites up-close with a park ranger. Visitors will board a motor coach from the Pearl Harbor Visitor Center to travel to Ford Island for a 90-minute round-trip tour to some of the most fascinating “hidden gems” of Pearl Harbor National Memorial. A park ranger will make this tour come to life with illustrative maps, historic pictures, and incredible stories.",90,true,2022-04-15,2022-04-15
10089290,10089289,Ranger-led Kayak Tour,Nature Tour,Reserves one seat on ranger-led guided kayak tour.  Children must be at least 7 years of age AND weigh over 50lbs.,90,true,2022-05-13,2022-05-13
10089291,10089289,De Soto Junior Ranger Day Camp - Water,Nature Tour,"Learn about the coastal ecology in this camp focusing on water and water-based activities. Provides one child a seat in an educational camp to participate in the activities for the day.  Includes use of all education materials, and copies of activity worksheets and crafts to take home.  Must have an accompanying guardian/adult per household.  This camp is one part of the 3-part Day Camp Series.",240,false,2022-05-13,2022-05-13
10089292,10089289,De Soto Junior Ranger Day Camp - Archaeology,Nature Tour,"Do a little digging and learn what clues layers of soil and artifacts tell us about our past. Provides one child a seat in an educational camp to participate in the activities for the day.  Includes use of all education materials, and copies of activity worksheets and crafts to take home.  Must have an accompanying guardian/adult per household.  This camp is one part of the 3-part Day Camp Series.",240,false,2022-05-13,2022-05-13
10089293,10089289,De Soto Junior Ranger Day Camp - Orienteering,Nature Tour,"Where are you going? This camp focuses on maps, compasses, goals, and discovering the outdoor environment.  Provides one child a seat in an educational camp to participate in the activities for the day.  Includes use of all education materials, and copies of activity worksheets and crafts to take home.  Must have an accompanying guardian/adult per household.  This camp is one part of the 3-part Day Camp Series.",240,false,2022-05-13,2022-05-13
10089294,10089289,De Soto Rancho Fishing Clinic,Nature Tour,"Provides one participant a space in the classroom portion of the fishing clinic as well as the use of park-owned rod, reel, and bait during the practical portion of the clinic.  Must have an accompanying guardian/adult if under the age of 16.",180,true,2022-05-13,2022-05-13
10089295,10089289,Escape De Soto,Nature Tour,Step back in time to the 16th Century while solving puzzles to help a French Spy escape! Provides one participant a space for the Escape Room.,60,true,2022-05-13,2022-05-13
10089296,10089289,De Soto at Dark,Nature Tour,Provides one participant a space in the night sky event.,60,true,2022-05-13,2022-05-13
10089298,10089297,Glenmont Estate Tour,Historic Tour,"30 minute guided tour of Thomas Edison's home, the Glenmont Estate.",30,false,2022-05-17,2022-05-17
10089333,10089332,Long Point Trail Guided Hike,Hike,Provides access for one individual per ticket to participate in guided ranger program.,120,false,2022-05-20,2022-05-20
10089334,10089332,Burnwood Trail Guided Hike,Hike,Provides access for one individual per ticket to participate in guided ranger program.,120,false,2022-05-20,2022-05-20
10089335,10089332,Southside Trail Guided Hike,Hike,Provides access for one individual per ticket to participate in guided ranger program.,120,false,2022-05-20,2022-05-20
10089336,10089332,Polls Plateau Trail Guided Hike,Hike,Provides access for one individual per ticket to participate in guided ranger program.,120,false,2022-05-20,2022-05-20
10089337,10089332,Grandview Rim Trail Guided Hike,Hike,Provides access for one individual per ticket to participate in guided ranger program.,120,false,2022-05-20,2022-05-20
10089338,10089332,Bluestone Turnpike Trail Guided Hike,Hike,Provides access for one individual per ticket to participate in guided ranger program.,120,false,2022-05-20,2022-05-20
10089339,10089332,Guided Biking Trip on Southside Trail,Historic Tour,Provides access for one individual per ticket to participate in southside ranger program.,120,false,2022-05-20,2022-05-20
10089340,10089332,Guided Biking Trip on the Bluestone Turnpike,Historic Tour,Provides access for one individual per ticket to participate in bluestone ranger program.,120,false,2022-05-20,2022-05-20
10089341,10089332,Astronomy Event at Sandstone Visitor Center,Historic Tour,Provides access for one individual per ticket to participate in evening ranger program.,120,true,2022-05-20,2022-05-20
10089342,10089332,Astronomy Event at Sandstone Waterfall,Historic Tour,Provides access for one individual per ticket to participate in evening ranger program.,120,true,2022-05-20,2022-05-20
10089343,10089332,Astronomy Event at Grandview,Historic Tour,Provides access for one individual per ticket to participate in at evening ranger program.,120,true,2022-05-20,2022-05-20
10089344,10089332,Astronomy Event at Burnwood Group Site,Historic Tour,Provides access for one individual per ticket to participate in evening ranger program.,120,true,2022-05-20,2022-05-20
10089345,10089332,Spring Nature Fling Event,Nature Tour,Provides access for one individual per ticket to participate in nature ranger program.,60,false,2022-05-20,2022-05-20
10089346,10089332,Hidden History Weekend Historic Walking Tour,Historic Tour,Provides access for one individual per ticket to participate in history ranger program.,90,false,2022-05-20,2022-05-20
10089347,10089332,Hidden History Weekend Haunted History Hike,Historic Tour,Provides access for one individual per ticket to participate in history ranger program.,120,false,2022-05-20,2022-05-20
10089348,10089332,Hidden History Helper: Cemetery Cleaning,Historic Tour,Provides access for one individual per ticket to participate in history ranger program.,120,false,2022-05-20,2022-05-20
10089349,10089332,Hidden History Historic Farm Site Cultural Walking Tour,Historic Tour,Provides access for one individual per ticket to participate in history ranger program.,60,false,2022-05-20,2022-05-20
10089353,10089352,Guided Tour of Grotto Dwelling Areas,Nature Tour,Provides access for one individual to tour both the Dwelling and Grotto areas of the heritage site with informed docents on site to help visitors understand the site and its history.,60,false,2022-06-02,2022-06-02
10089354,10089352,"Guided Tour of Roasting Pit, Grotto Dwelling Areas",Nature Tour,"Provides access for one individual to tour the Bear Alcove, water catchment, agave roasting pit, the Dwelling and Grotto areas of the heritage site with informed docents on site to help visitors understand the site and its history.",120,false,2022-06-02,2022-06-02
10089390,10089389,Lewis and Clark River Paddle Tours,Nature Tour,Provides access for one person to participate in a guided kayak tour for up to 3 hours.,180,false,2022-06-02,2022-06-02
10089463,10089462,Private Vehicle Tuweep Area Day Use Ticket,Entry Ticket,"Entrance to Grand Canyon National Park's Tuweep Area, including all park areas within Toroweap Valley and on the Kanab Plateau, with private vehicle or motorcycle.",1,false,2022-06-21,2022-06-21
10089464,10089462,Commercial Vehicle Tuweep Area Day Use Ticket,Entry Ticket,Entrance to Grand Canyon National Park's Tuweep Area with valid Tuweep Transportation CUA. Restricted to Toroweap Valley.,1,false,2022-06-21,2022-06-21
10089498,10089497,Mansion Tour: A Legacy of Stewardship,Historic Tour,This traditional tour explores the conservation legacy of the three families who called this place home. Time is split between the grounds and the Mansion.,60,true,2022-06-07,2022-06-07
10089499,10089497,Mansion Tour: The Mansion Experience,Historic Tour,"This dynamic, audience-driven tour focuses on the stories revealed by the objects inside the Marsh-Billings-Rockefeller Mansion.",30,true,2022-06-07,2022-06-07
10089500,10089497,Hidden Spaces,Historic Tour,"Check out many of the spaces usually closed to the public on this behind-the-scenes tour - the family bedrooms on the third floor of the Mansion, the service wing of the big house, the Rockefeller’s soda fountain, bowling alley and more!",75,false,2022-06-07,2022-06-07
10089501,10089497,Women of the Estate,Historic Tour,"Caroline Crane Marsh, Julia Billings, her daughters, and her granddaughter Mary French Rockefeller each shaped the estate, the community, and the nation.  Learn more about these accomplished and influential women.",60,true,2022-06-07,2022-06-07
10089502,10089497,Uncovering the Forest,Nature Tour,"Hike through our sustainably-managed working forest, learning how people have shaped this landscape, past, present and future. The topic of this tour will vary weekly according to ranger preference!",60,false,2022-06-07,2022-06-07
10089503,10089497,Conservation Through the Artists' Eye,Historic Tour,"The Billing-Rockefeller art collection includes Hudson River School paintings by Bierstadt, Cole and Durand, among others.  View works by acclaimed landscape painters in the Mansion and explore how art influenced the conservation movement on this art tour.",75,true,2022-06-07,2022-06-07
10089504,10089497,Fallout Friday,Historic Tour,"How did the Cold War influence conservation thinking?  Descend into a 1960s era fallout shelter built by the Rockefellers, and consider what life was like at a time when Earth teetered between burgeoning environmental consciousness and nuclear destruction.",60,false,2022-06-07,2022-06-07
10089505,10089497,Life in Full Bloom,Nature Tour,"Explore the gardens - formal and “secret” - tucked into the hills beyond the Mansion, that underscore the site’s story of nature appreciation and enjoyment. Learn about the people who conceived and cultivated these beautiful spaces.",60,false,2022-06-07,2022-06-07
10089506,10089497,"Forestry, History and the Future",Nature Tour,"Hike through our sustainably-managed working forest, learning how people have shaped this landscape, past, present and future.",60,false,2022-06-07,2022-06-07
10089507,10089497,Group Tour (12+),Nature Tour,-,1,false,2022-06-07,2022-06-07
10089509,10089508,Lava River Cave Vehicle Reservations,Cave Tour,Provides for one private vehicle to park at the site.,90,false,2022-06-23,2022-06-23
10089544,10089543,Mausoleum Self-Guided Tour,Historic Tour,"Self-guided tours at the final resting place of President Grant and his wife Julia Dent Grant, a solemn place for visitors to quietly reflect on his life and achievements.",15,true,2022-07-22,2022-07-22
10089545,10089543,Mausoleum Ranger-Guided Tour,Historic Tour,"A walk through the mausoleum, final resting place of President Grant and his wife Julia Dent Grant, is self-guided and gives students a chance to visually connect to the material that has just been presented to them.",40,true,2022-07-22,2022-07-22
10089546,10089543,Mausoleum Educational Tour,Historic Tour,"A walk through the mausoleum, final resting place of President Grant and his wife Julia Dent Grant, is self-guided and gives students a chance to visually connect to the material that has just been presented to them. For educational school groups only.",45,true,2022-07-22,2022-07-22
10089552,10089551,Historic Floors Self-Guided Tour,Historic Tour,Self-guided tour of the house and garden around the house.,10,true,2022-07-22,2022-07-22
10089553,10089551,Historic Floors Guided Tour,Historic Tour,Ranger guided tour of the house and garden around the house.,45,true,2022-07-22,2022-07-22
10089554,10089551,Historic Floors Educational Tour,Historic Tour,Ranger guided tour of the house and garden around the house.  Programs are tailor by grade and follows the New York DOE curriculum standards.,45,true,2022-07-22,2022-07-22
10089634,10089633,East Entrance 1-Day Personal Vehicle Entry,Entry Ticket,Ticket to enter Yellowstone at the East Entrance Station.,60,false,2022-07-27,2022-07-29
10089635,10089633,South Entrance 1-Day Personal Vehicle Entry,Entry Ticket,Ticket to enter Yellowstone at the South Entrance Station.,60,false,2022-07-27,2022-07-29
10089636,10089633,West Entrance 1-Day Personal Vehicle Entry,Entry Ticket,Ticket to enter Yellowstone at the West Entrance Station.,60,false,2022-07-27,2022-07-29
10089670,10089669,K-12th: Education Field Trip,Historic Tour,"Bring your students to Campbell Creek Science Center to explore Alaska's natural world. The Campbell Creek Science Center's dynamic education programs spark curiosity and build connections with nature for students. CCSC offers a variety of program topics. You will indicate your group’s grade and program topic choice in the text field for grade when you check out. The Science Center is the perfect outdoor classroom where learning and science come to life. Here, everyone is a scientist. Let us guide your journey. 

Program Theme Options (3-hours long):
K – 3rd | A Seed’s Journey | All Year
K – 3rd | Alaska Animals | All Year
2nd– 3rd | Plant Explorers | Fall & Spring
4th– 6th | What makes a healthy watershed? | Fall & Spring
4th– 6th | Forest Ecosystems | Fall & Spring
4th – 6th | Dynamic Earth | All Year
4th – 12th | Team Building | All Year
4th – 12th | Outdoor Survival Skills | All Year
Visit our website to learn more about these program options. 


•	Program Length: Half-Day (up to three hours): 
•	Program Cost: $12 per student. Note: You will be charged a $130 deposit when you book this program. This deposit covers the cost of 10 students and the non-refundable processing fee. If your group has more than 10 students you will need to pay the remainder of the program fee ($12/student) on or after the day of your program, minus the deposit. Science Center staff will provide more information including details about your remaining balance after you book your program. 
This program takes place primarily outdoors. Temperatures can be 10 degrees colder than other parts of Anchorage. Ensure students and chaperones come dressed for the weather, including layers and proper footwear for indoor and outdoor activities.
All CCSC programs are aligned with Next Generation Science Standards and science content standards for Alaska. Programs are fully accessible. Notify CCSC in advance of any special needs or requirements for your group. An all-terrain wheelchair is available for participants with mobility impairments.",180,true,2022-07-22,2022-07-22
10089704,10089703,Melrose Mansion Guided Tour,Historic Tour,"Admission for one adult, age 16 or over for a guided tour of the Melrose mansion.",45,false,2022-08-09,2022-08-09
10089705,10089703,Melrose Mansion Guided Group Tour,Historic Tour,"Admission for one adult, age 16 or over for a guided tour of the Melrose mansion.",46,false,2022-08-09,2022-08-09
10089707,10087702,Minnetonka Cave Group Tour,Cave Tour,,80,false,2022-08-09,2022-08-09
10089741,10089740,Boulder Cave Day Use,Cave Tour,Boulder Cave trail is a highly used trail leading to the cave.  The trail is dirt and becomes rougher as you descend into the canyon at the cave entrance.  From the parking area the trail leads uphill for approximately 3/4 of a mile.  The hardest part of the hike is walking up the trail from the cave exit.,720,false,2022-08-11,2022-08-11
10089812,10089811,Day Use Ticket / Boleto Para Uso Diario,Historic Tour,"Explore, discover and connect at El Portal de El Yunque Visitor Center! The center is a per person enrance that provides access to exhibits, the El Yunque movie, art installations, daily scheduled ranger talks, two nature trails (one wheelchair/ADA accessible) and special programs! El Portal de El Yunque is a seperate destination from other sites within El Yunque that may require a seperate reservation.",480,true,2022-09-21,2022-09-21
10089813,10089811,Commercial Day Use Ticket / Boleto Commercial Para Uso Diario,Historic Tour,All official outfitter and guide permit holders can use their account to purchase these dedicated tickets. These commercial tickets are not available to non-permittees. The purchase of public tickets for use by commercial providers will not be honored.,480,true,2022-09-21,2022-09-21
10089884,10089883,Evening Candlelight Tour,Historic Tour,"The Evening Candlelight Tour provides participants with a tour of the fort’s rooms where living history staff and volunteers will provide a view into the lives of fort workers, Plains Indians, travelers, soldiers and Mexican families, who were at Bent’s Old Fort in the 1830s and 1840s.",60,false,2022-10-14,2022-10-14
10089885,10089883,School Group Tour X,Historic Tour,School group tour,60,false,2022-10-14,2022-10-14
10089886,10089883,School Group Tour Y,Historic Tour,School group tour,60,false,2022-10-14,2022-10-14
1009,234636,Douglass Home Group Tour,Historic Tour,"Tour the Victorian mansion that was the last residence of famed abolitionist, statesman, and orator, Frederick Douglass",30,true,2019-02-13,2019-02-13
101,233266,Adult Annual Pass,Pass,Adult Annual Pass,0,false,2014-05-02,2018-06-14
1010,233374,The Great Smoky Mountains Firefly Viewing Lottery,Nature Tour,The Great Smoky Mountains Firefly Viewing Lottery,120,true,2019-01-01,2021-05-07
1011,233374,The Great Smoky Mountains Firefly Viewing,Nature Tour,The Great Smoky Mountains Firefly Viewing,120,true,2019-01-01,2021-05-07
1012,234640,Extended Historic Tour,Cave Tour,"Large trunk passages, oldest tour route and cultural history.",135,false,2019-03-21,2019-03-21
1013,233362,Cliff Palace Early Bird Tour,Cliff Dwelling Tour,"Photographers, and those who would like to visit the famous Cliff Palace through the historical photographers lens, take this opportunity to spend 90 minutes in Cliff Palace with a park ranger in a small group setting. Tripods and all kinds of cameras are welcome. BUT YOU MUST BE ABLE TO CARRY ALL OF YOUR GEAR WHILE KEEPING YOUR HANDS FREE TO CLIMB LADDERS. <br><br>Meet the ranger on the overlook above Cliff Palace at least 15 minutes in advance of the tour. Drive time to the Cliff Palace overlook from the park entrance is approximately one hour.",90,false,2019-03-25,2019-03-25
1014,233405,Life on the Lake Tour,Boat Tour,"Boards at the Rainy Lake Visitor Center, 1797 Town Road 342, International Falls, MN 56649. Discover the wonders and beauty of Voyageurs National Park. The captain will navigate Rainy Lake in search of active eagle nests and abundant wildlife. The boat will dock at Harry Oveson’s Fish Camp, one of the last commercial fishing camps on the Minnesota side of Rainy Lake, for a ¼ mile walk to view an ice house, fish processing shed and fisherman’s home. Tour runs from 11am - 1pm June 19 through August 31 on Wednesdays and Saturdays.",120,true,2019-04-10,2019-04-10
1016,233373,Gordon Meadows,Nature Tour,"Hikers will experience a meadow, wetlands, old growth trees and, cross country travel to a historic trail shelter location and the ”edge of the world” site. Great views all around.",360,false,2019-05-17,2019-05-17
1017,233373,Art in Nature - Parish Lake,Nature Hike,"Join our adventure on this moderate to easy ~2 mile hike to where the spring flowers thrive! While the exact location of this hike will depend on how the flower season progresses, you will still need the creative art materials of your choice, a lunch, and a sense of adventure. For some, art is more than drawing and painting. If art to you is taking photos or if you’re artistic inspiration comes from observing and meditating in nature, feel free to join us. Be prepared to visit the home of the flowers for several hours to ”Art” and experience the place at rest.",360,false,2019-05-17,2019-05-17
1018,233373,Art in Nature - Along the Middle Santiam,Nature Hike,Bring your art supplies and a sense of adventure to have an art filled experience in the great outdoors. ,360,false,2019-05-17,2019-05-17
1019,233373,Art in Nature - Art from Nature,Nature Hike,"Join our adventure on this moderate to easy ~2 mile hike to where the spring flowers thrive! While the exact location of this hike will depend on how the flower season progresses, you will still need the creative art materials of your choice, a lunch, and a sense of adventure. For some, art is more than drawing and painting. If art to you is taking photos or if you’re artistic inspiration comes from observing and meditating in nature, feel free to join us. Be prepared to visit the home of the flowers for several hours to ”Art” and experience the place at rest.",360,false,2019-05-17,2019-05-17
102,233266,Interagency Annual Passport,Pass,Interagency Annual Pass,0,false,2014-05-02,2018-06-14
1020,300003,Full Guided Tour,Historic Tour,"Enjoy the full Adams experience by touring the Birthplaces of Presidents John and John Quincy Adams, as well as Old House at Peace field.  Trolley will connect you to all sites.",120,false,2019-05-21,2019-05-21
1021,300003,Birthplaces,Historic Tour,"Enjoy a guided tour of the two oldest Presidential Birthplaces in the nation.  Learn how growing up on a farm at the foot of Penn's Hill helped shape the opinons, politics, and lives of future presidents John Adams and John Quincy Adams.",30,false,2019-05-21,2019-05-21
1022,300003,Old House at Peace field,Historic Tour,"Purchased by John and Abigail Adams in 1787, see the home that the Adams family would retreat to escape politics.  From First Ladies to Diplomats, Old House at Peace field provides an intimate glimpse into the lives of the Adams Family.",60,false,2019-05-21,2019-05-21
1027,250795,"Kayak Adventure: Orleans, Eastham, and Wellfleet",Nature Tour,,180,true,2019-06-21,2019-06-21
1028,250795,"Kayak Trip: Evening on Gull Pond, Wellfleet",Nature Tour,,90,true,2019-06-21,2019-06-21
1029,250795,"Wet N Wild Activity, Wellfleet",Nature Tour,,90,true,2019-06-21,2019-06-21
103,233266,Senior Annual Pass,Pass,Senior Annual Pass,0,false,2014-05-02,2018-06-14
1030,250795,"Wet N Wild Activity, Provincetown",Nature Tour,,90,true,2019-06-21,2019-06-21
104,234640,Violet City Lantern,Cave Tour,"Lantern-light experience, prehistoric cave users, 19th century tours, early cave exploration and commercial uses.",180,false,2014-05-02,2018-06-14
1040,300004,Keys Ranch Tour,Historic Tour,"Discover the colorful lives of Bill and Frances Keys and learn how they survived and raised a family in the harsh desert environment on the Keys Ranch Tour. Explore the ranch house, school room, store, workshop, and more treasures from the 60 years the Keys called this area home. Listed on the National Register of Historic Places in 1975, the property is located in a remote, rocky canyon in Joshua Tree National Park. To preserve its historic character, admission to the ranch is restricted to guided walking tours. The tours are a half-mile in length and last 90 minutes. Group size is limited to 25 people.",90,false,2019-07-10,2019-07-10
105,234640,River Styx,Cave Tour,"Geologic development, water continuing to impact the cave.",150,false,2014-05-02,2018-06-14
106,234640,Frozen Niagara,Cave Tour,"Focus on formation of cave, development of dripstone and animal life.",75,false,2014-05-02,2018-06-14
1060,300005,Carl Sandburg Home Tour,Historic Tour,Taking a guided tour of the historic Carl Sandburg Home is an insightful glimpse into the lives of the Sandburg family. Tours of the home include access to 11 furnished rooms over the top two floors of the three story house.,30,false,2019-09-12,2020-12-03
107,234640,Passage Tour,Cave Tour,"Follow your guide to the Historic Entrance where the cave was first discovered more that 4,000 years ago.",75,false,2014-05-02,2018-06-14
1070,300006,Bison Bonebed Tour,Historic Tour,"See one of the most important paleo-archeological discoveries in North America within the bonebed enclosure at the Hudson-Meng visitor center. Learn about the mystery of the bison deaths and evidence that supports a variety of theories on what happened. This interpretive tour is led by Forest Service Rangers who will present scientific findings, theories, and demonstrations. Visitors gain a better understanding of the bonebed’s significance and they learn about the history of Paleo-Indians after Ice Age.  The tour is approximately 45 minutes. ",60,true,2019-12-31,2019-12-31
108,234640,Discovery Tour,Cave Tour,"Visit the Rotunda, one of the largest rooms in the cave; explore a vast canyon passageway; and learn about 19th-century saltpeter mining operations and the geologic origins of Mammoth Cave on this self-guiding tour.",20,false,2014-05-02,2018-06-14
1080,300007,Morrow Point Boat Tour,Boat Tour,"Watch the steep walls of the Black Canyon slide by, see a hidden waterfall, and connect with the Gunnison country’s geologic history, and scenic wonders on the calm waters of Morrow Point Reservoir. Hear stories of adventure and challenge, narrow-gauge railroads and water development from knowledgable park rangers.",90,true,2020-01-28,2020-01-28
109,234640,Snowball Tour,Cave Tour,"Descend and ascend nearly 200 stairs at the Carmichael Entrance of Mammoth Cave, pass the craggy breakdown of the Rocky Mountains and enter gypsum encrusted Cleaveland Avenue.",180,false,2014-05-02,2018-06-14
1090,300008,Firefly Event,Nature Tour,"Have you ever wanted to take a canoe trip on Cedar Creek with a park ranger? The park offers a limited number of free guided canoe tours each year allowing visitors to experience the Congaree Wilderness in a unique way. While on the creek, rangers will talk about the natural and cultural history of the last remaining old-growth buttomland forest in the United States. Visitors will see large bald cypress, loblolly pine and a variety of wildlife while on the tour. Would you like to join us?",180,false,2020-01-28,2022-03-02
1091,300008,Congaree Fireflies Festival,Nature Tour,"Have you ever wanted to take a canoe trip on Cedar Creek with a park ranger? The park offers a limited number of free guided canoe tours each year allowing visitors to experience the Congaree Wilderness in a unique way. While on the creek, rangers will talk about the natural and cultural history of the last remaining old-growth buttomland forest in the United States. Visitors will see large bald cypress, loblolly pine and a variety of wildlife while on the tour. Would you like to join us?",180,false,2021-04-08,2022-03-02
11,233405,Kettle Falls Cruise (Kabetogama Lake),Boat Tour,Voyage to the Historic Kettle Falls Hotel.  This tour takes you on a cultural and natural history tour of the park.  Spend 2 hours aboard the Borealis Tour Boat getting to the hotel. Once at the hotel spend 2 hours on land dining and touring the site and dam.  Then spend 1.5 hours on your return route.,330,false,2014-05-02,2018-06-14
110,250006,Standing General Admission,Historic Tour,Standing General Admission,0,false,2014-05-02,2018-06-14
1100,300003,Pen and Parchment School Group Program,Historic Tour,"Have your students take part in the American Revolution!  Students assume the roles of delegates to the Continental Congress and \""journey\"" from John and Abigiail Adams' farm to Pennsylvania to take part in the crucial debate over the Declaration of Independence and, finally, to sign it.",90,false,2020-02-26,2020-02-26
1110,233373,Family Fall Foliage,Nature Tour,Enjoy three easy to moderate hikes for the whole family to view fall foliage. Children under 18 must be accompanied by an adult.  Bring your camera.,460,false,2020-03-13,2020-03-13
115,234640,Gothic Avenue Tour,Cave Tour,"Some areas of Mammoth Cave just seem magical, and Gothic Avenue is one of those special places.  This tour begins at the Visitor Center and enters that now famous entrance, as the ranger interprets areas including the Rotunda, the Church, Giants Coffin, and the TB Huts. Gothic Avenue is also included in the Star Chamber Tour that is offered during spring, summer and fall.",120,false,2014-05-02,2018-06-14
116,234668,Fiery Furnace Loop Tour,Hike,"The Fiery Furnace offers a labyrinth of narrow passageways and abrupt dead-ends among a series of sandstone fins. Though it does not encompass a very large area, it is easy to become disoriented or lost.",150,false,2014-05-02,2018-06-14
117,233244,Painted Rock Guided Tour,Historic Tour,"The tour begins at the Soda Lake Overlook at 10:00am. After an introduction and brief history of the Carrizo, the group will explore Soda Lake and the Carrizo Plains plant communities, with general wildflower identification.",180,false,2014-05-02,2018-06-14
118,233244,Painted Rock Self Guided Tour,Historic Tour,"The sandstone formation at Painted Rock has long drawn the attention of Carrizo Plain visitors.  About 3,000 - 4,000 years ago, Native Americans began to paint their sacred images within the alcove of the rock.  Not surprisingly, the power of this place continues to enthrall, and it still receives many visitors today.The Painted Rock Self Guided Tour Gives you a unique experience you cannot get any other place in the world.  It is a 1.4 mile round trip hike where you get to experience Painted rock and its wonderful Native American Pictographs ",90,false,2014-05-02,2018-06-14
119,233244,Saucito Ranch Tour,Historic Tour,The tours meet at the Goodwin Education Center off of Soda Lake Road at 10 a.m. and will caravan up to the ranch. Visitors should bring a sack lunch to enjoy while sitting on the ranch house veranda at the tour conclusion. ,150,false,2014-05-02,2018-06-14
12,233405,Ellsworth Rock Gardens Tour and Eagle Watch,Boat Tour,"Board the Borealis and cruise Kabetogama Lake in search of active eagle nests and other wildlife. At the gardens, join a ranger for a 1/4 mile tour (not accessible) of the unique rock sculptures, building remnants, and winding paths.",120,false,2014-05-02,2018-06-14
120,234645,Self-Guided Timed Entry,Historic Tour,"Self-guided timed Entry is offered every 15 mins. beginning at 10:30 a.m. to 90 minutes before closing, daily. Individuals may reserve up to 20 spaces and groups may reserve up to 100 spaces (large groups please book through the <a href=http://www.recreation.gov/tourSwitchSalesCategoryDisplay.do?contractCode=NRSO&parkId=79052&target=tourList/>group sales</a> section of the website).  Plan for a 90-minute visit to the Charters of Freedom (home to the Declaration, Constitution, and Bill of Rights), the Public Vaults permanent exhibit gallery, the OBrien temporary exhibit gallery, the Boeing Learning Center, and the David M. Rubenstein Gallery.",0,true,2014-05-02,2018-06-14
