RecAreaAddressID,RecAreaID,RecAreaAddressType,RecAreaStreetAddress1,RecAreaStreetAddress2,RecAreaStreetAddress3,City,PostalCode,AddressStateCode,AddressCountryCode,LastUpdatedDate
2301,1917,Default,Tennessee Valley Authority,Guntersville/Tims Ford Watershed Team,"3696 Alabama Highway 69, CAB 1A-GVA",Guntersville,AL,35976-7196,USA,2020-12-09
2313,1973,Default,Guntersville/Tims Ford Watershed Team,"3696 Alabama Highway 69, CAB 1A-GVA",,Guntersville,AL,35976-7196,USA,2020-12-09
2314,1974,Default,Tennessee Valley Authority,Pickwick-Wheeler Watershed Team,"P.O. Box 1010, SB 1H-M",Muscle Shoals,AL,35662-1010,USA,2020-12-09
2315,1976,Default,Tennessee Valley Authority,Kentucky Watershed Team,"2835-A East Wood Street, WTB 1A-PAT",Paris,TN,38242-5948,USA,2020-12-09
2316,1978,Default,Tennessee Valley Authority,Kentucky Watershed Team,"2835-A East Wood Street, WTB 1A-PAT",Paris,TN,38242-5948,USA,2020-12-09
2317,1980,Default,Tennessee Valley Authority,Guntersville-Tims Ford Watershed Team,"3696 Alabama Highway 69, CAB 1A-GVA",Guntersville,AL,35976-7196,USA,2020-12-09
2318,1982,Default,Watts Bar-Clinch Watershed Team,260 Interchange Park Drive,LCB 1A-LCT,Lenoir City,TN,37772-5664,USA,2020-12-09
2330,2026,Default,Battle Mountain District ,50 Bastian Road  ,,Battle Mountain ,NV,89820,USA,2021-09-01
2331,2030,Default,Hassayampa Field Office,21605 N. 7th Avenue,,Phoenix,AZ,85027,USA,2022-07-12
2335,2045,Default,Safford Field Office,711 14th Ave.,,Safford,AZ,85546,USA,2021-09-01
2336,2047,Default,Kingman Field Office,2755 Mission Boulevard,,Kingman,AZ,86401,USA,2021-09-01
2338,2056,Default,Tucson Field Office,3201 East Universal Way,,Tucson,AZ,85746,USA,2021-09-01
2339,2058,Default,Safford Field Office,711 14th Avenue,,Safford,AZ,85546,USA,2022-08-31
2340,2070,Default,Burley Field Office,15 East 200 South,,Burley,ID,83318,USA,2021-09-01
2341,2076,Default,Upper Snake Field Office,1405 Hollipark Dr.,,Idaho Falls ,ID,83401,USA,2022-02-23
2346,2104,Default,Garnet Hill Recreation Area,US-50,,Ely,NV,89301,USA,2021-09-01
2347,2107,Default,Tonopah Field Office,PO Box 911,1553 South Main Street ,Tonopah,NV,89049,USA,2022-09-26
2348,2111,Default,Elko Field Office,3900 E. Idaho Street,,Elko,NV,89801,USA,2021-09-01
2349,2116,Default,Black Rock Field Office,5100 E. Winnemucca Blvd.,,Winnemucca,NV,89445,USA,2021-09-01
2353,2164,Default,1624 Hood-Franklin Rd,,,Elk Grove,CA,95757,USA,2020-12-09
2354,2166,Default,36062 State Rte 14 (Milepost 36),,,Stevenson,WA,98648,USA,2020-12-09
2358,2173,Default,Along 100 miles of Washington's Pacific coast ,from Flattery Rocks south to Copalis Beach in,,Jefferson County,WA,,USA,2020-12-09
2359,2174,Default,At the mouth of Discovery Bay,in the Strait of Juan de Fuca in,,Jefferson County,WA,,USA,2020-12-09
2360,2175,Default,7020 SE Hwy 101,,,Lincoln City,OR,,USA,2020-12-09
2361,2183,Default,Price Field Office,125 S. 600 W.,,Price,UT,84501,USA,2022-03-14
2362,2187,Default,Price Field Office,Bureau of Land Management,125 South 600 West,Price,UT,84501,USA,2021-09-01
2364,2197,Default,Rocky Mountain Research Station,735 North 500 East,,Provo,UT,84606,USA,2021-09-01
2365,2201,Default,Vernal Field Office,170 South 500 East,,Vernal,UT,84078,USA,2021-09-01
2367,2213,Default,Fillmore Field Office,95 East 500 North,,Fillmore,UT,84631,USA,2021-09-01
2368,2217,Default,Worland Field Office,101 South 23rd,,Worland,WY,82401,USA,2021-09-01
2370,2243,Default,Kemmerer Field Office,312 Highway 189 North,,Kemmerer,WY,82941,USA,2021-09-01
2372,2251,Default,Pinedale Field Office,1625 West Pine Street,P.O. Box 768 ,Pinedale,WY,82941,USA,2021-09-01
2373,2258,Default,Oswald Rd and Hughes Rd,,,Near Yuba City,CA,,USA,2020-12-09
2375,2266,Default,Safford Field Office,711 14th Avenue,,Safford,AZ,85546-3321,USA,2021-09-01
2376,2268,Default,Safford Field Office,711 14th Avenue,,Safford,AZ,85546-3321,USA,2021-09-01
2377,2272,Default,Safford Field Office,711 14th Avenue,,Safford,AZ,85546-3321,USA,2021-09-01
2380,2276,Default,Safford Field Office,711 14th Avenue,,Safford,AZ,85546,USA,2021-09-01
2381,2278,Default,Safford Field Office,711 14th Avenue,,Safford,AZ,85546,USA,2021-09-01
241303,2160,Default,Moab Field Office,82 East Dogwood,,Moab,UT,84532,USA,2021-09-23
241311,2145,Default,Moab Field Office,82 East Dogwood,,Moab,UT,84532,USA,2021-09-01
241321,14501,Default,Moab Field Office,82 East Dogwood,,Moab,UT,84548,USA,2021-09-01
247091,1576,Default,73746 V Rd,PO Box 8,,Funk,NE,68940,USA,2020-12-09
256833,4092,Default,Northern Great Lakes Visitor Center,29270 County Hwy. G,,Ashland,WI,54806,USA,2020-12-09
264126,1543,Default,3982 Waverly Road,,,Williamstown,WV,26187,USA,2020-12-09
2736,3108,Default,St. George Field Office,345 E. Riverside Drive,,St. George,UT,84790-9000,USA,2021-09-01
2737,3109,Default,Tucson Field Office,3201 East Universal Way,,Tucson,AZ," 85546",USA,2021-09-01
2740,3114,Default,Anasazi Heritage Center,27501 Highway 184,,Dolores,CO,81323,USA,2021-09-23
2743,3120,Default,669 E Highway 89A,,,Kanab,UT,84741,USA,2022-05-16
2753,3144,Default,13480 Dowell Road,P.O. Box 99,,Solomons,MD,20629,USA,2020-12-09
2754,3149,Default,2021 North Kinney Road,,,Tucson,AZ,85743-8918,USA,2020-12-09
2755,3266,Default,7200 Quebec Street Bldg 121,,,Commerce City,CO,80022,USA,2020-12-09
2762,3920,Default,HC 60 Box 860,,,Ruby Valley,NV,89833,USA,2020-12-09
2763,3921,Default,17788 349th St. SE (Polk County 210),,,Erskine,MN,56535,USA,2020-12-09
2765,3924,Default,44843 County Road 19,,,Odessa,MN,56276,USA,2020-12-09
2766,3925,Default,2700 Refuge Headquarters Road,,,Decatur,AL,35603,USA,2020-12-09
2768,3935,Default,,,,11 counties,CA,,USA,2020-12-09
2772,3941,Default,State Hwy 132,,,San Joaquin and Stanislaus Counties,CA,,USA,2020-12-09
2775,3946,Default,"3860 Tollgate Blvd., ",Suite 300,,Naples,FL,34114,USA,2020-12-09
2776,3947,Default,"Located off Highway 50 west of Titusville, FL",P.O. Box 6504,,Titusville,FL,32752,USA,2020-12-09
2777,3949,Default,1502 S.E. Kings Bay Drive,,,Crystal River,FL,34429,USA,2020-12-09
277768,13712,Default,,,,,NM,,USA,2020-12-09
2779,3957,Default,Hoagerburgh Road,,,Shawangunk,NY,12589,USA,2020-12-09
2780,3959,Default,16507 SW Roy Rogers Rd,,,Sherwood,OR,97140,USA,2020-12-09
2784,3965,Default,"1000 Business Center Drive,"," Suite 10",,Savannah,GA,31405,USA,2020-12-09
2785,3966,Default,Administrative Office - 1000 Business Center Drive,"Suite 10 - Savannah, GA   331405 <br>",,Oyster Bed Island,SC,,USA,2020-12-09
2786,4001,Default,7000 Christensen Rd,,,Oretown,OR,,USA,2020-12-09
2789,4005,Default,1601 N. Fraser Street,,,Georgetown,SC,29440,USA,2020-12-09
2791,4009,Default,"About 2,500 miles south of ",,,Honolulu,HI,,USA,2020-12-09
2793,4012,Default,"About 1,000 miles south-southwest of",,,Honolulu,HI,,USA,2020-12-09
2800,4037,Default,C/O Chincoteague National Wildlife Refuge,8231 Beach Road,,Chincoteague,VA,23336,USA,2020-12-09
2801,4038,Default,,,,"Poquoson, York Co.",VA,,USA,2020-12-09
2802,4041,Default,Near State Rte 14 and 15th St,,,Washougal,WA,,USA,2020-12-09
2803,4042,Default,12638 Darby Brooke Court,,,Woodbridge,VA,22192,USA,2020-12-09
2804,4045,Default,3250 Port of Benton Blvd,,,Richland,WA,99352,USA,2020-12-09
2805,4046,Default,c/o Parker River National Wildlife Refuge,"261 Northern Boulevard, Plum Island",,Newburyport,MA,01950,USA,2020-12-09
2811,4054,Default,10728 County Rd X61,,,Wapello,IA,52653,USA,2020-12-09
2812,4056,Default,"HCR 82, Box 107 (Hagen Road)",,,Brussels,IL,62013,USA,2020-12-09
2815,4060,Default,c/o Eastern MA NWR Complex,73 Weir Hill Road,,Sudbury,MA,01776,USA,2020-12-09
2820,4075,Default,111 Mulberry Street,Suite 1N,,Newark,NJ,07102,USA,2020-12-09
2823,4091,Default,,,,Colusa County,CA,,USA,2020-12-09
2829,4109,Default,Safford Field Office,711 14th Avenue,,Safford,AZ,85546-3321,USA,2021-09-01
2830,4112,Default,Lower Potomac Field Station,10406 Gunston Rd,,Lorton,VA,22079,USA,2021-09-01
293414,1643,Default,301 Caspian Way,,,Imperial Beach,CA,91932,USA,2020-12-09
298127,1605,Default,800 Seal Beach Blvd,Bldg 226,,Seal Beach,CA,90740,USA,2020-12-09
298128,1595,Default,1080 Gunpowder Point Dr,,,Chula Vista,CA,91910,USA,2020-12-09
298130,1632,Default,14715 Highway 94/PO Box 746,,,Jamul,CA,91935,USA,2020-12-09
3000,10,Default,Eastern Interior Field Office,"Wickersham Dome Trailhead, Milepost 27.7, Elliot Highway ",,Fairbanks,AK,,USA,2022-11-22
31020,1614,Default,6975 Mower Road,,,Saginaw,MI,48601,USA,2020-12-09
316532,3111,Default,Arizona Strip Field Office,345 East Riverside Drive,,St. George,UT,84790,USA,2021-09-23
320874,1544,Default,2700 Suwannee Canal Road,,,Folkston,GA,31537-7906,USA,2020-12-09
322735,1851,Default,750 NW Lighthouse Drive,,,Newport,OR,97365,USA,2021-09-27
3266,1556,Default,13695 River Road,,,"Yazoo City, MS  39194",MS,39194,USA,2020-12-09
3267,1557,Default,"261 Northern Boulevard, Plum Island",,,Newburyport,MA,01950,USA,2020-12-09
3268,1559,Default,510 1/2 West Morton St.,,,Oakland City,IN,47660,USA,2020-12-09
3269,1560,Default,10901 Scarlet Tanager Loop,,,Laurel,MD,20708,USA,2020-12-09
3271,1801,Default,Arizona Strip Field Office,345 E. Riverside Dr.,,St. George,UT,84790,USA,2021-09-01
327786,1623,Default,1020 New River Parkway,Suite 305,,Fallon,NV,89406,USA,2020-12-09
3281,3926,Default,2700 Refuge Headquarters Road,,,Decatur,AL,35603,USA,2020-12-09
3289,3997,Default,500 St. Marks Ln.,,,Islip,NY,11751,USA,2020-12-09
346147,3115,Default,Shoshone Field Office ,400 West F Street,,Shoshone,ID,83352-1522,USA,2021-10-07
349898,1816,Default,BLM Winnemucca District Office,5100 East Winnemucca Blvd.,,Winnemucca,NV,89445,USA,2021-09-01
3534,5457,Default,44 Upland Road,,,New Milford,CT,06776,USA,2020-12-09
3548,603,Default,,,,,AZ,,USA,2021-09-01
3549,1864,Default,Escalante Field Station,PO Box 225,(755 W. Main St),Escalante,UT,84726,USA,2021-09-01
3567,10012,Default,"Northeast Region, - Waltham, MA Boston ",Frederick C. Murphy Federal Center ,380 Trapelo Road ,Waltham,MA,02452-6399,USA,2020-12-09
3570,10015,Default,"NARA's Pacific Region - Laguna Niguel, CA ",24000 Avila Road ,"1st Floor, East Entrance",Laguna Niguel,CA,92677-3497,USA,2020-12-09
3571,10016,Default,NARA's Rocky Mountain Region ї Denver,"Bldg. 48, Denver Federal Center",West 6th Avenue and Kipling Street,Denver,CO,80225-0307,USA,2020-12-09
3572,10017,Default,"NARA's Southeast Region - Atlanta, GA",1557 St. Joseph Avenue,,East Point,GA,30344-2593,USA,2020-12-09
3573,10018,Default,"NARA's Great Lakes Region -  Chicago, IL",7358 South Pulaski Road,,Chicago,IL,60629-5898,USA,2020-12-09
3574,10019,Default,"NARAїs Northeast Region, Pittsfield, MA",10 Conte Drive,,Pittsfield,MA,01201-8230,USA,2020-12-09
3575,10020,Default,NARA's Central Plains Region - Kansas City,2312 East Bannister Road,,Kansas City,MO,64131-3011,USA,2020-12-09
3577,10022,Default,NARA's Great Lakes Region -Dayton ,150 Springboro Road,,Dayton ,OH,45439-1883,USA,2020-12-09
3579,10023,Default,NARA's Mid Atlantic Region's - Northeast Philadelphia ,14700 Townsend Road,,Philadelphia ,PA,19154-1096,USA,2020-12-09
3580,10024,Default,NARA's Southwest Region - Fort Worth ,501 West Felix Street,Building 1,Fort Worth ,TX,76115-3405,USA,2020-12-09
3581,10025,Default,NARA's Pacific Alaska Region - Seattle ,6125 Sand Point Way NE,,Seattle ,WA,98115-7999,USA,2020-12-09
3584,10028,Default,NARA's Pacific Region - San Francisco ,1000 Commodore Drive ,,San Bruno,CA,94066-2350,USA,2020-12-09
3585,10029,Default,"NARA's Central Plains Region - Lee's Summit, MO ",200 Space Center Drive,,Lee's Summit,MO,64064-1182,USA,2020-12-09
3589,10039,Default,Carlsbad Field Office,620 E. Green ST.,,Carlsbad,NM,88220,USA,2021-09-01
3601,10041,Default,Farmington Field Office ,1235 La Plata Highway Suite A,,Farmington ,NM,87401,USA,2021-09-01
361055,13569,Default,,,,,MD,,USA,2020-12-09
3622,10064,Default,Socorro Field Office ,901 S. Highway 85,,Socorro,NM,87801,USA,2021-09-01
375008,1258,Default,"95 Sterling Highway, Suite 1",,,Homer,AK,99603,USA,2020-12-09
375010,1257,Default,9383 El Rancho Lane,,,Alamosa,CO,81101,USA,2020-12-09
375016,1262,Default,4017 FM 563  ,,,Anahuac,TX,77514,USA,2020-12-09
37856,2997,Default,Cordell Bank National Marine Sanctuary,1 Bear Valley Rd,,Point Reyes Station,CA,94956,USA,2020-12-09
38373,3078,Default,Apalachicola National Estuarine Research Reserve,108 Island Drive,,Eastpoint,FL,32328,USA,2020-12-09
38375,3080,Default,Chesapeake Bay National Estuarine Research Reserve-Maryland," Tawes State Office Building E-2"," 580 Taylor Avenue"," Annapolis",MD,21401,USA,2020-12-09
38376,3081,Default,Chesapeake Bay (VA) National Estuarine Research Reserve,Virginia Institute of Marine Science,P.O. Box 1346,Gloucester Point,VA,23062,USA,2020-12-09
38378,3082,Default,Delaware National Estuarine Research Reserve," 818 Kitts Hummock Road",," Dover",DE,19901,USA,2020-12-09
38379,3083,Default,Elkhorn Slough National Estuarine Research Reserve,1700 Elkhorn Road,,Watsonville,CA,95076,USA,2020-12-09
38382,3075,Default,Florida Keys National Marine Sanctuary,35 East Quay Road,,Key West,FL,33040,USA,2020-12-09
38384,3085,Default,Grand Bay Reserve," Mississippi Department of Marine Resources"," 6005 Bayou Heron Road"," Moss Point",MS,39562,USA,2020-12-09
38385,3070,Default,Gray's Reef National Marine Sanctuary,10 Ocean Science Circle,,Savannah,GA,31411,USA,2020-12-09
38386,3086,Default,Great Bay National Estuarine Research Reserve,Great Bay Discovery Center,89 Depot Road,Greenland,NH,03840,USA,2020-12-09
38387,3084,Default,Guana Tolomato Matanzas (GTM) National Estuarine Research Reserve,Florida Department of Environmental Protection," 9741 Ocean Shore Blvd",St. Augustine,FL,32080,USA,2020-12-09
38388,3087,Default,Norrie Point Environmental Center,Mills-Norrie State Park ,256 Norrie Point Way,Staatsburg,NY,12580,USA,2020-12-09
38389,3104,Default,Hawaiian Islands Humpback Whale National Marine Sanctuary,726 South Kihei Road,,Kihei,HI,96753,USA,2020-12-09
38394,3088,Default,Jacques Cousteau National Estuarine Research Reserve,130 Great Bay Blvd.,,Tuckerton,NJ,08087,USA,2020-12-09
38395,3088,Default,Life on the Edge Interpretive Center (Gateway to the Reserve) ,120 W. Main St.  ,,Tuckerton,NJ,08087,USA,2020-12-09
38397,3089,Default,Jobos Bay National Estuarine Research Reserve,Department of Natural and Environmental Resources,Call Box B,Aguirre,PR,00704,USA,2020-12-09
38398,3090,Default,Kachemak Bay National Estuarine Research Reserve,"95 Sterling Highway, Suite 2",,Homer,AK,99603,USA,2020-12-09
38400,2536,Default,Marine Science Institute,750 Channel View Drive,,Port Aransas,TX,78373,USA,2020-12-09
38402,3076,Default,Monitor National Marine Sanctuary,100 Museum Drive,,Newport News,VA,23606,USA,2020-12-09
38406,3091,Default,Narragansett Bay National Estuarine Research Reserve," 55 South Reserve Drive",," Prudence Island",RI,02872,USA,2020-12-09
38407,2998,Default,National Marine Sanctuary of American Samoa,P.O. Box 4318,,Pago Pago,AS,96799,USA,2020-12-09
38408,3095,Default,North Inlet -Winyah Bay Reserve," University of South Carolina, Baruch Marine Field Laboratory ",P.O. Box 1630," Georgetown",SC,29442,USA,2020-12-09
38410,3093,Default,North Carolina National Estuarine Research Reserve,101 Pivers Island Road  ,,Beaufort,NC,28516,USA,2020-12-09
38411,3096,Default,Old Woman Creek National Estuarine Research Reserve,ODNR Division of Wildlife,2514 Cleveland Road East," Huron",OH,44839,USA,2020-12-09
38414,3097,Default,Padilla Bay National Estuarine Research Reserve," Washington State Department of Ecology"," 10441 Bayview-Edison Road "," Mount Vernon",WA,98273 ,USA,2020-12-09
38415,3105,Default,Papahanaumokuakea Marine National Monument,"308 Kamehameha Ave, #203",,Hilo,HI,96720,USA,2020-12-09
38417,3099,Default,Sapelo Island National Estuarine Research Reserve,P.O. Box 15,,Sapelo Island,GA,31327,USA,2020-12-09
38418,2516,Default,San Francisco Bay Reserve SFSU-Romberg Tiburon Center,3152 Paradise Drive,,Tiburon,CA,94920-1205,USA,2020-12-09
38419,3100,Default,South Slough Reserve," Division of State Lands"," P.O. Box 5471"," Charleston",OR,97420,USA,2020-12-09
38420,3073,Default,Stellwagen Bank National Marine Sanctuary,175 Edward Foster Road,,Scituate,MA,02066,USA,2020-12-09
38422,3101,Default,Tijuana River National Estuarine Research Reserve," California Department of Parks and Recreation"," 301 Caspian Way"," Imperial Beach",CA,91932,USA,2020-12-09
38423,3102,Default,Waquoit Bay National Estuarine Research Reserve,P.O. Box 3092,," Waquoit",MA,02536,USA,2020-12-09
38424,2040,Default,Weeks Bay National Estuarine Research Reserve,2610 S11300 U.S. Highway 98,,Fairhope,AL,36532,USA,2020-12-09
39139,2996,Default,Channel Islands National Marine Sanctuary,University of California Santa Barbara,Ocean Science Education Building 514,Santa Barbara,CA,93106-6155,USA,2020-12-09
412324,1260,Default,708 N Hwy 64,,,Manteo,NC,27954,USA,2020-12-09
417823,12785,Default,807 Chief Eddie Hoffman Highway,,,Bethel,AK,99559,USA,2020-12-09
417824,3995,Default,2301 Wintel Rd,,,Jefferson,OR,97352,USA,2020-12-09
417829,1273,Default,4055 Wildlife Way ,,,Vero Beach,FL,32963,USA,2020-12-09
417830,1272,Default,953 Jackson County Road #32,,,Walden,CO,80480,USA,2020-12-09
417832,1274,Default,"101 12th Ave., Room 236",,,Fairbanks,AK,99701,USA,2020-12-09
417833,4017,Default,97 Refuge Road,,,Limestone,ME,04750,USA,2020-12-09
417834,1276,Default,7780 10th St. SE,,,Pingree,ND,58476,USA,2020-12-09
417835,1278,Default,10216 Lee Road,,,Boynton Beach,FL,33437,USA,2021-03-31
417836,1277,Default,7745 11th Street SE,,,Pingree,ND,58476,USA,2020-12-09
417837,1279,Default,610 Spring Meadows Rd,,,Amargosa Valley,NV,89020,USA,2020-12-09
417842,1282,Default,3275 11th St. NW,,,Coleharbor,ND,58531,USA,2020-12-09
418472,1288,Default,2700 Suwannee Canal Rd ,,,Folkston,GA,31637,USA,2020-12-09
418476,12786,Default,4 Bear Road,P.O. Box 277,,King Salmon,AK,99613,USA,2020-12-09
418477,12787,Default,95 Sterling Highway # 1,,,Homer,AK,99603,USA,2020-12-09
418479,12788,Default,2274 HIGHWAY 18 ,,,Manila,AR,72442,USA,2020-12-09
418480,14500,Default,Moab Field Office,82 East Dogwood,,Moab,UT,84548,USA,2021-09-01
418481,14505,Default,Moab Field Office,,,Moab,UT,,USA,2021-09-01
418482,10050,Default,Las Cruces District Office ,1800 Marquess Street,,Las Cruces,NM,88005,USA,2021-09-01
418484,14506,Default,Moab Field Office,82 East Dogwood,,Moab,UT,84532,USA,2022-04-21
418485,14498,Default,Moab Field Office,82 East Dogwood,,Moab,UT,84545,USA,2021-09-01
418488,14502,Default,Moab Field Office,82 E Dogwood,,Moab,UT,84549,USA,2021-09-01
418489,1254,Default,Moab Field Office,82 Dogwood Ave.,,Moab,UT,84532,USA,2021-09-01
418490,1254,Default,Moab Field Office,82 East Dogwood,,Moab,UT,84532,USA,2021-09-01
418492,14499,Default,Moab Field Office,82 East Dogwood,,Moab,UT,84546,USA,2021-09-01
418493,14496,Default,Moab Field Office,82 East Dogwood,,Moab,UT,84543,USA,2021-09-01
418494,14497,Default,Moab Field Office,82 East Dogwood,,Moab,UT,84544,USA,2021-09-01
418495,14503,Default,Moab Field Office,,,Moab,UT,,USA,2021-09-01
419761,12784,Default,95 Sterling Highway # 1,,,Homer,AK,99603,USA,2020-12-09
419762,12789,Default,694 Beech Hill Lane,,,Hardeeville,GA,,USA,2020-12-09
419764,12790,Default,95 Sterling Highway # 1,,,Homer,AK,,USA,2020-12-09
419765,4016,Default,1725 Willow Street,,,Franklin,LA,70538,USA,2020-12-09
419766,14504,Default,Moab Field Office,,,Moab,UT,,USA,2021-09-01
420507,12793,Default,800 Great Creek Road,,,Galloway,NJ,,USA,2020-12-09
420524,1652,Default,Airport Road			,,,Lewistown,MT,59457,USA,2020-12-09
420526,12795,Default,,,,,SC,,USA,2020-12-09
421917,12796,Default,16450 NW 31st Place,,,Chiefland,FL,32626,USA,2020-12-09
421921,12797,Default,95 Sterling Highway # 1,,,Homer,AK,99603,USA,2020-12-09
421924,12798,Default,5924 19th St SE,,,Woodworth,ND,58496,USA,2020-12-09
422549,12799,Default,1502 S.E. Kings Bay Drive,,,Crystal River,FL,34429,USA,2020-12-09
422550,12800,Default,8588 Route 148,,,Marion,IL,62959,USA,2020-12-09
422551,12801,Default,28950 Watson Blvd.,,,Big Pine Key,FL,33043,USA,2020-12-09
422553,12802,Default,95 Sterling Highway # 1,,,Homer,AK,99603,USA,2020-12-09
422554,12803,Default,39983 Refuge Road,,,Valentine,NE,69201,USA,2020-12-09
422559,12804,Default,32 Pleasant Plains Road,,,Basking Ridge,NJ,07920,USA,2020-12-09
422560,12805,Default,317 Mesquite Avenue,,,Needles,CA,92363,USA,2020-12-09
422561,12783,Default,22996 290th Street NE,,,Middle River,MN,56737,USA,2020-12-09
423325,12807,Default,1674 Refuge Entrance Rd.,,,Seney,MI,49883,USA,2020-12-09
423328,12806,Default,95 Sterling Highway # 1,,,Homer,AK,99603,USA,2020-12-09
423817,12808,Default,101 Front Street,,,Galena,AK,99741-0287,USA,2020-12-09
423818,12809,Default,1 Wildlife Drive,,,Sanibel,FL,33957,USA,2020-12-09
423820,12810,Default,P.O. Box 127 MS 515,,,Cold Bay,AK,99571-0127,USA,2020-12-09
423829,12780,Default,1 Wildlife Drive,,,Sanibel,FL,33957,USA,2020-12-09
423830,12811,Default,Ski Hill Rd.,,,Soldotna,AK,99669-2139,USA,2020-12-09
423845,12812,Default,Visitor Center and Headquarters,9300 East 28th Street,,Yuma,AZ,85365,USA,2020-12-09
423853,12813,Default,101 Front Street,P.O. Box 287 MS 525,,Galena,AK,99741-0287,USA,2020-12-09
423855,12814,Default,1428 Highway 27 ,,,Bell City,LA,70630,USA,2020-12-09
423856,12815,Default,2045 Mud Lake Road,,,DeLeon Springs,FL,32130,USA,2020-12-09
423858,12816,Default,8315 Highway 8,,,Kenmare,ND,58746,USA,2020-12-09
426218,2036,Default,Klamath Basin Area Office,6600 Washburn Way,,Klamath Falls,OR,97603,USA,2020-12-09
426220,1798,Default,Bureau of Reclamation,Great Plains Region,316 North 26th Street,Billings,MT,59101,USA,2020-12-09
426226,1130,Default,Chickasaw National Recreation Area,P.O. Box 201,,Sulphur,OK,73086,USA,2020-12-09
426227,1799,Default,Loup Basin Reclamation District,P.O. Box 137,,Farwell,NE,68838,USA,2020-12-09
426237,48,Default,Bonny Lake State Park,CO Div. of Parks & Outdoor Recreation,30010 County Road 3,Idalia,CO,80735-9674,USA,2020-12-09
426383,12817,Default,223 North Shore Road,,,Medicine Lake,MT,59247,USA,2020-12-09
426872,12818,Default," 1674 Refuge Entrance Road",,,Seney,MI,49883,USA,2020-12-09
426873,12819,Default,24279 State Highway 51,,,Puxico,MO,,USA,2020-12-09
426875,12820,Default,"101 12th Ave., Room 236",,,Fairbanks,AK,99701,USA,2020-12-09
426876,12821,Default,30 Wikis way,,,Chatham,MA,02633,USA,2020-12-09
427504,1542,Default,224 Office Road,,,Brooksville,MS,39739,USA,2020-12-09
427505,12822,Default,103 Headquarters Road,,,Baring,ME,04694,USA,2020-12-09
427506,12823,Default,103 Headquarters Road,,,Baring,ME,04694,USA,2020-12-09
427507,12824,Default,Leadville National Fish Hatchery 2846 Highway 300 ,,,Leadville,CO,80461,USA,2020-12-09
427508,12825,Default,807 Chief Eddie Hoffman Highway PO Box 346 ,,,Bethel,AK,99559,USA,2020-12-09
428148,1170,Default,Lake Texana State Park,P.O. Box 760,,Edna,TX,77957,USA,2020-12-09
428167,1143,Default,Deschutes National Forest,1001 SW Emkay Drive ,,Bend,OR,97702,USA,2020-12-09
428792,113,Default,Lewiston Orchards Irrigation District,1520 Powers Avenue,,Lewiston,ID,83501,USA,2020-12-09
428798,22,Default,California Department of Fish and Game,18110 W. Henry Miller Ave.,,Los Banos,CA,93635,USA,2020-12-09
428799,116,Default,1359 Hansen Avenue,,,Burley,ID,83318,USA,2020-12-09
428800,4138,Default,"Lonetree WMA, ND Game and Fish Department",,"1851  23rd Avenue, NE",Harvey,ND,58341-9112,USA,2020-12-09
428801,23,Default,State of California,Department of Parks and Recreation,31426 Gustine Road,Gustine,CA,95322,USA,2020-12-09
428802,1191,Default,Provo Area Office,302 East 1860 South,,Provo,UT,84606-7317,USA,2020-12-09
428803,127,Default,KS Dept.  Wildlife & Parks,"Lovewell Area Office, State Park & Wildlife Area","RR 1, Box 66A",Weber,KS,66970,USA,2020-12-09
428804,117,Default,Payette National Forest,800 West Lakeside Ave,,McCall,ID,83638,USA,2020-12-09
428805,88,Default,Estes Valley Recreation and Park District,2120 Marys Lake Rd,,Estes Park,CO,80517,USA,2020-12-09
428806,1134,Default,McGee Creek State Park,576-A S McGee Creek Dam Rd,,Atoka,OK,74525,USA,2020-12-09
428807,1152,Default,Mid-Columbia River NWRC,64 Maple Street,,Burbank,WA,99323,USA,2020-12-09
428808,80,Default,Nebraska Game and Parks Commission,420 East First Street.,,Valentine,NE,69201-1904,USA,2020-12-09
428809,24,Default,State of California,Department of Parks and Recreation,5290 Millerton Road,Friant,CA,93626,USA,2020-12-09
428810,118,Default,Snake River Area Office,230 Collins Road,,Boise,ID,83702,USA,2020-12-09
428811,136,Default,Albuquerque Area Office,505 Marquette NW,Suite 1313,Albuquerque,NM,87102-2162,USA,2020-12-09
428812,95,Default,Colorado State Park,P.O. Box 1697,,Arboles,CO,81121-1697,USA,2020-12-09
428813,137,Default,Park Superintendent,1448 NM 511 #1,,Navajo Dam,NM,87419,USA,2020-12-09
428814,69,Default,Bureau of Reclamation,Marias / Milk Rivers Division Office,P. O. Box 220,Billings,MT,59522,USA,2020-12-09
428815,25,Default,New Melones Recreation Office,6850 Studhorse Flat Rd.,,Sonora,CA,95370,USA,2020-12-09
428816,1991,Default,Wyoming Game and Fish Department,2820 State 120,,Cody,WY,82414,USA,2020-12-09
428817,1193,Default,Bureau of Reclamation,Provo Area Office,302 East 1860 South,Provo,UT,84606-7317,USA,2020-12-09
428818,26,Default,California Department of Fish and Game,1701 Nimbus Road,,Rancho Cordova,CA,95670,USA,2020-12-09
428819,1245,Default,Wyoming Area Office,P.O. Box 1630,,Mills,WY,82644,USA,2020-12-09
428820,1153,Default,Oregon State Parks,91677 Parkland Dr.,,Prineville,OR,97754,USA,2020-12-09
428821,37,Default,State of California,Department of Parks and Recreation,31426 Gustine Road,Gustine,CA,95322,USA,2020-12-09
